timestamp_ms,acceleration_x_m_s2,acceleration_y_m_s2,acceleration_z_m_s2
111081,-0.43,0.57,9.82
111117,-0.44,0.55,9.81
111151,-0.43,0.58,9.83
111188,-0.44,0.57,9.83
111224,-0.45,0.58,9.8
111259,-0.43,0.56,9.82
111294,-0.45,0.55,9.79
111332,-0.46,0.59,9.84
111367,-0.47,0.57,9.82
111400,-0.43,0.58,9.8
111436,-0.46,0.58,9.83
111474,-0.44,0.58,9.83
111509,-0.45,0.57,9.83
111544,-0.45,0.59,9.82
111582,-0.46,0.56,9.83
111617,-0.44,0.57,9.83
111650,-0.44,0.59,9.82
111686,-0.45,0.57,9.82
111724,-0.44,0.55,9.81
111759,-0.44,0.58,9.82
111794,-0.44,0.56,9.83
111832,-0.44,0.57,9.83
111902,-0.49,0.58,9.8
111938,-0.44,0.58,9.8
111974,-0.43,0.56,9.82
112011,-0.44,0.56,9.83
112046,-0.44,0.56,9.79
112080,-0.45,0.55,9.79
112116,-0.45,0.56,9.86
112153,-0.45,0.57,9.81
112188,-0.44,0.57,9.82
112224,-0.45,0.57,9.83
112262,-0.43,0.57,9.81
112295,-0.45,0.58,9.8
112330,-0.43,0.56,9.82
112366,-0.42,0.56,9.83
112402,-0.45,0.55,9.78
112438,-0.48,0.63,9.82
112474,-0.41,0.47,9.82
112512,-0.45,0.62,9.83
112545,-0.48,0.56,9.81
112580,-0.42,0.52,9.83
112616,-0.47,0.59,9.81
112653,-0.47,0.57,9.79
112688,-0.43,0.56,9.85
112723,-0.44,0.6,9.81
112758,-0.45,0.58,9.82
112796,-0.44,0.57,9.83
112831,-0.45,0.57,9.81
112867,-0.42,0.59,9.81
112903,-0.44,0.57,9.81
112939,-0.44,0.58,9.82
112973,-0.44,0.57,9.82
113008,-0.46,0.56,9.81
113082,-0.45,0.58,9.84
113117,-0.45,0.57,9.8
113150,-0.44,0.57,9.83
113189,-0.43,0.54,9.82
113224,-0.45,0.58,9.8
113260,-0.44,0.57,9.78
113294,-0.44,0.57,9.8
113332,-0.44,0.56,9.84
113368,-0.44,0.55,9.82
113401,-0.44,0.59,9.77
113439,-0.44,0.58,9.8
113475,-0.45,0.57,9.82
113510,-0.44,0.56,9.79
113544,-0.47,0.57,9.78
113582,-0.47,0.57,9.81
113617,-0.45,0.56,9.84
113651,-0.44,0.55,9.77
113686,-0.44,0.56,9.84
113724,-0.45,0.57,9.79
113760,-0.44,0.58,9.8
113794,-0.45,0.58,9.78
113831,-0.45,0.58,9.83
113867,-0.46,0.57,9.84
113901,-0.44,0.55,9.82
113936,-0.43,0.55,9.87
113975,-0.45,0.58,9.84
114010,-0.47,0.56,9.97
114044,-0.47,0.58,9.8
114082,-0.43,0.58,9.83
114117,-0.45,0.59,9.84
114151,-0.45,0.57,9.8
114223,-0.43,0.58,9.77
114260,-0.43,0.57,9.84
114294,-0.64,0.97,10.3
114329,-0.2,0.47,9.73
114365,-0.46,2.08,10.32
114401,-0.5,-0.09,9.43
114436,-0.49,0.96,9.9
114471,-0.48,0.69,9.88
114507,-0.47,0.73,9.79
114543,-0.48,0.73,9.82
114578,-0.46,0.75,9.83
114614,-0.49,0.7,9.88
114650,-0.49,0.73,9.78
114684,-0.49,0.63,9.82
114719,-0.52,0.7,9.85
114756,-0.51,0.69,9.8
114792,-0.5,0.69,9.82
114827,-0.53,0.7,9.81
114860,-0.52,0.68,9.81
114896,-0.53,0.77,9.8
114932,-0.53,0.73,9.84
114967,-0.52,0.68,9.85
115001,-0.51,0.71,9.8
115040,-0.51,0.7,9.85
115075,-0.5,0.71,9.82
115109,-0.51,0.73,9.8
115146,-0.5,0.72,9.82
115182,-0.51,0.7,9.86
115218,-0.53,0.71,9.82
115252,-0.52,0.7,9.85
115290,-0.51,0.7,9.83
115324,-0.52,0.71,9.82
115396,-0.49,0.7,9.82
115434,-0.53,0.7,9.83
115469,-0.52,0.69,9.83
115503,-0.49,0.71,9.79
115538,-0.52,0.7,9.86
115576,-0.51,0.69,9.83
115611,-0.51,0.71,9.78
115646,-0.52,0.72,9.85
115681,-0.51,0.7,9.8
115719,-0.51,0.68,9.79
115753,-0.5,0.7,9.77
115788,-0.49,0.71,9.82
115826,-0.51,0.68,9.8
115862,-0.53,0.7,9.81
115896,-0.51,0.7,9.81
115931,-0.52,0.7,9.83
115978,-0.5,0.7,9.75
116014,-0.5,0.71,9.85
116046,-0.5,0.69,9.83
116085,-0.52,0.7,9.84
116120,-0.52,0.7,9.79
116156,-0.52,0.68,9.78
116191,-0.49,0.71,9.86
116229,-0.55,0.67,9.84
116264,-0.52,0.7,9.85
116298,-0.55,0.71,9.82
116333,-0.54,0.68,9.9
116371,-0.52,0.72,9.74
116407,-0.51,0.74,9.72
116442,-0.54,0.7,9.84
116516,-0.52,0.7,9.85
116550,-0.51,0.69,9.84
116586,-0.51,0.71,9.8
116621,-0.52,0.7,9.82
116659,-0.53,0.7,9.83
116694,-0.53,0.7,9.87
116728,-0.53,0.67,9.8
116767,-0.5,0.7,9.77
116801,-0.51,0.7,9.81
116837,-0.52,0.7,9.86
116872,-0.51,0.67,9.81
116911,-0.53,0.71,9.86
116944,-0.54,0.67,9.82
116979,-0.51,0.7,9.83
117014,-0.51,0.69,9.81
117051,-0.51,0.7,9.78
117087,-0.5,0.71,9.81
117122,-0.55,0.69,9.85
117160,-0.54,0.69,9.83
117194,-0.52,0.67,9.78
117229,-0.53,0.69,9.79
117264,-0.47,0.49,9.74
117301,-0.52,0.78,9.84
117337,-0.56,0.67,9.88
117371,-0.53,0.63,9.81
117407,-0.52,0.5,9.72
117442,-0.58,0.59,9.87
117478,-0.53,0.7,9.84
117513,-0.52,0.58,9.81
117549,-0.48,0.66,9.78
117584,-0.52,0.65,9.86
117619,-0.5,0.63,9.78
117694,-0.44,0.67,9.81
117730,-0.44,0.62,9.8
117763,-0.45,0.64,9.78
117796,-0.48,0.62,9.82
117834,-0.5,0.64,9.83
117869,-0.44,0.61,9.85
117904,-0.44,0.57,9.82
117939,-0.5,0.61,9.83
117977,-0.47,0.59,9.82
118012,-0.47,0.61,9.84
118046,-0.47,0.59,9.79
118084,-0.45,0.59,9.8
118119,-0.45,0.58,9.81
118154,-0.47,0.59,9.85
118189,-0.47,0.59,9.81
118226,-0.46,0.59,9.86
118262,-0.46,0.55,9.77
118295,-0.44,0.59,9.77
118333,-0.49,0.61,9.88
118368,-0.46,0.55,9.81
118403,-0.44,0.58,9.82
118437,-0.44,0.6,9.82
118475,-0.45,0.57,9.81
118511,-0.47,0.55,9.8
118545,-0.44,0.55,9.83
118580,-0.45,0.57,9.81
118619,-0.47,0.58,9.83
118652,-0.44,0.59,9.85
118688,-0.44,0.56,9.81
118726,-0.46,0.57,9.8
118761,-0.45,0.56,9.81
118795,-0.46,0.56,9.81
118831,-0.45,0.58,9.86
118868,-0.44,0.55,9.81
118902,-0.47,0.58,9.87
118937,0.41,2.2,10.83
118976,-0.55,0.48,9.43
119009,-0.43,0.66,9.91
119044,-0.46,0.55,9.85
119078,-0.46,0.59,9.87
119116,-0.44,0.59,9.79
119150,-0.45,0.59,9.8
119186,-0.55,0.59,10.29
119222,-0.44,0.55,9.79
119261,-0.48,0.59,9.84
119294,-0.46,0.56,9.76
119329,-0.44,0.58,9.84
119367,-0.46,0.58,9.81
119401,-0.47,0.59,9.78
119437,-0.45,0.58,9.79
119472,-0.47,0.58,9.88
119511,-0.47,0.59,9.82
119544,-0.45,0.59,9.86
119579,-0.46,0.58,9.83
119618,-0.47,0.57,9.85
119652,-0.45,0.61,9.78
119687,-0.45,0.6,9.78
119721,-0.44,0.59,9.8
119760,-0.48,0.61,9.81
119794,-0.45,0.57,9.79
119829,-0.46,0.59,9.84
119865,-0.45,0.59,9.83
119901,-0.45,0.57,9.78
119937,-0.44,0.59,9.82
119971,-0.45,0.58,9.82
120010,-0.46,0.59,9.84
120044,-0.43,0.59,9.83
120079,-0.48,0.58,9.83
120115,-0.46,0.59,9.83
120152,-0.47,0.57,9.83
120187,-0.46,0.55,9.83
120222,-0.46,0.61,9.85
120258,-0.46,0.58,9.79
120296,-0.46,0.59,9.81
120331,-0.44,0.59,9.8
120366,-0.44,0.57,9.84
120402,-0.45,0.59,9.79
120438,-0.45,0.58,9.8
120473,-0.45,0.57,9.79
120509,-0.44,0.58,9.78
120546,-0.45,0.58,9.79
120582,-0.47,0.59,9.81
120616,-0.48,0.59,9.82
120653,-0.47,0.58,9.79
120688,-0.47,0.59,9.81
120724,-0.46,0.57,9.83
120759,-0.44,0.59,9.79
120797,-0.46,0.59,9.77
120832,-0.45,0.58,9.8
120866,-0.47,0.57,9.82
120900,-0.47,0.58,9.8
120939,-0.45,0.59,9.82
120974,-0.48,0.59,9.83
121010,-0.45,0.59,9.84
121047,-0.47,0.58,9.81
121081,-0.48,0.57,9.81
121117,-0.48,0.59,9.76
121151,-0.56,0.66,10.59
121190,-0.48,0.59,9.96
121226,-0.46,0.58,9.9
121261,-0.45,0.58,9.77
121294,-0.47,0.59,9.82
121332,-0.45,0.57,9.81
121367,-0.45,0.58,9.87
121401,-0.43,0.58,9.79
121440,-0.43,0.57,9.85
121475,-0.46,0.59,9.81
121509,-0.47,0.57,9.87
121544,-0.43,0.58,9.77
121582,-0.45,0.59,9.89
121617,-0.48,0.58,9.82
121651,-0.44,0.59,9.82
121689,-0.46,0.6,9.86
121724,-0.45,0.59,9.81
121759,-0.44,0.59,9.82
121794,-0.47,0.57,9.81
121832,-0.46,0.58,9.83
121867,-0.48,0.58,9.82
121900,-0.45,0.58,9.79
121935,-0.47,0.59,9.82
121972,-0.47,0.59,9.79
122008,-0.46,0.58,9.82
122043,-0.44,0.59,9.79
122081,-0.46,0.58,9.82
122116,-0.44,0.6,9.8
122149,-0.44,0.59,9.8
122185,-0.46,0.59,9.81
122223,-0.46,0.58,9.84
122258,-0.46,0.58,9.82
122293,-0.47,0.58,9.82
122331,-0.47,0.58,9.83
122366,-0.45,0.6,9.81
122399,-0.46,0.56,9.77
122434,-0.47,0.6,9.82
122472,-0.44,0.59,9.85
122507,-0.45,0.59,9.82
122543,-0.45,0.59,9.87
122577,-0.44,0.59,9.77
122615,-0.48,0.58,9.81
122649,-0.48,0.56,9.81
122684,-0.45,0.59,9.8
122722,-0.47,0.57,9.83
122758,-0.45,0.59,9.83
122792,-0.46,0.59,9.82
122827,-0.46,0.59,9.86
122865,-0.46,0.57,9.81
122899,-0.45,0.6,9.81
122934,-0.46,0.61,9.8
122970,-0.45,0.57,9.82
123006,-0.45,0.59,9.83
123041,-0.46,0.59,9.84
123076,-0.44,0.59,9.86
123114,-0.43,0.59,9.83
123148,-0.46,0.58,9.82
123184,-0.44,0.59,9.84
123218,-0.45,0.58,9.82
123255,-0.47,0.58,9.76
123290,-0.47,0.57,9.8
123326,-0.45,0.58,9.82
123364,-0.47,0.58,9.83
123397,-0.46,0.57,9.83
123432,-0.44,0.61,9.86
123467,-0.45,0.58,9.83
123504,-0.47,0.56,9.81
123539,-0.47,0.58,9.82
123574,-0.46,0.58,9.78
123609,-0.46,0.58,9.79
123646,-0.46,0.58,9.79
123681,-0.47,0.59,9.83
123716,-0.47,0.59,9.82
123753,-0.47,0.58,9.82
123788,-0.45,0.6,9.84
123824,-0.46,0.59,9.82
123858,-0.47,0.57,9.82
123896,-0.46,0.57,9.81
123931,-0.45,0.57,9.77
123966,-0.42,0.57,9.71
124003,-0.47,0.57,9.8
124038,-0.48,0.57,9.85
124073,-0.47,0.59,9.83
124108,-0.46,0.57,9.82
124146,-0.45,0.57,9.82
124181,-0.47,0.59,9.83
124216,-0.46,0.59,9.81
124250,-0.45,0.58,9.78
124301,-0.45,0.58,9.78
124337,-0.43,0.57,9.79
124371,-0.45,0.59,9.86
124409,-0.44,0.58,9.79
124443,-0.44,0.59,9.84
124478,-0.48,0.58,9.82
124514,-0.47,0.6,9.85
124550,-0.45,0.59,9.82
124584,-0.47,0.57,9.78
124619,-0.46,0.58,9.84
124653,-0.46,0.59,9.79
124691,-0.46,0.61,9.81
124726,-0.47,0.59,9.86
124761,-0.46,0.57,9.77
124797,-0.47,0.59,9.79
124833,-0.46,0.58,9.78
124868,-0.48,0.57,9.84
124901,-0.48,0.56,9.8
124939,-0.47,0.57,9.83
124974,-0.47,0.6,9.84
125008,-0.48,0.6,9.8
125046,-0.48,0.6,9.79
125081,-0.46,0.59,9.87
125116,-0.46,0.6,9.81
125150,-0.47,0.57,9.8
125188,-0.44,0.59,9.82
125222,-0.46,0.58,9.85
125258,-0.48,0.59,9.82
125293,-0.46,0.59,9.8
125331,-0.46,0.58,9.82
125366,-0.44,0.59,9.79
125399,-0.48,0.57,9.8
125436,-0.47,0.58,9.85
125472,-0.46,0.59,9.82
125507,-0.48,0.57,9.82
125542,-0.44,0.58,9.79
125580,-0.47,0.59,9.83
125615,-0.44,0.6,9.82
125648,-0.49,0.58,9.81
125683,-0.45,0.55,9.78
125721,-0.47,0.6,9.82
125756,-0.48,0.57,9.8
125792,-0.49,0.56,9.84
125829,-0.44,0.6,9.84
125864,-0.46,0.56,9.82
125897,-0.47,0.57,9.78
125933,-0.47,0.57,9.82
125970,-0.45,0.57,9.82
126006,-0.5,0.6,9.8
126041,-0.47,0.59,9.83
126078,-0.47,0.55,9.81
126113,-0.46,0.57,9.83
126147,-0.45,0.59,9.81
126182,-0.46,0.56,9.79
126220,-0.45,0.58,9.78
126255,-0.46,0.61,9.8
126290,-0.44,0.59,9.81
126325,-0.45,0.58,9.84
126363,-0.47,0.57,9.79
126396,-0.44,0.59,9.8
126432,-0.45,0.58,9.81
126470,-0.44,0.59,9.82
126503,-0.46,0.59,9.8
126539,-0.44,0.59,9.83
126574,-0.46,0.58,9.81
126612,-0.47,0.57,9.83
126646,-0.47,0.59,9.8
126681,-0.45,0.59,9.84
126715,-0.45,0.59,9.82
126752,-0.44,0.59,9.83
126787,-0.47,0.58,9.8
126822,-0.46,0.59,9.8
126860,-0.47,0.59,9.82
126894,-0.44,0.6,9.83
126928,-0.44,0.59,9.82
126964,-0.44,0.6,9.81
126999,-0.47,0.59,9.79
127035,-0.48,0.59,9.82
127070,-0.48,0.58,9.83
127109,-0.47,0.57,9.83
127142,-0.45,0.58,9.83
127177,-0.46,0.58,9.83
127212,-0.46,0.58,9.8
127249,-0.46,0.56,9.83
127284,-0.46,0.58,9.81
127319,-0.45,0.58,9.8
127352,-0.46,0.59,9.79
127390,-0.47,0.59,9.81
127425,-0.47,0.58,9.82
127461,-0.43,0.55,9.82
127497,-0.47,0.57,9.84
127533,-0.47,0.58,9.82
127567,-0.47,0.6,9.81
127600,-0.44,0.58,9.79
127638,-0.47,0.6,9.79
127673,-0.44,0.6,9.83
127708,-0.45,0.59,9.82
127746,-0.48,0.6,9.81
127780,-0.49,0.57,9.82
127868,-0.46,0.59,9.85
127902,-0.46,0.57,9.84
127940,-0.48,0.58,9.78
127975,-0.49,0.59,9.82
128011,-0.45,0.58,9.79
128044,-0.48,0.57,9.8
128081,-0.46,0.59,9.81
128116,-0.45,0.58,9.82
128150,-0.47,0.57,9.8
128188,-0.51,0.61,9.85
128223,-0.45,0.55,9.81
128258,-0.46,0.6,9.83
128292,-0.46,0.59,9.79
128330,-0.5,0.59,9.84
128365,-0.47,0.59,9.84
128398,-0.47,0.56,9.79
128433,-0.46,0.56,9.85
128472,-0.47,0.56,9.82
128506,-0.45,0.58,9.77
128541,-0.44,0.57,9.79
128579,-0.44,0.58,9.77
128615,-0.48,0.62,9.84
128648,-0.46,0.56,9.8
128684,-0.44,0.59,9.78
128720,-0.44,0.6,9.82
128755,-0.47,0.59,9.82
128791,-0.43,0.58,9.78
128829,-0.76,0.62,9.98
128862,0.32,-0.58,8.92
128894,-0.24,1.01,9.88
128930,-0.54,0.77,9.86
129005,-0.51,0.76,9.85
129040,-0.5,0.69,9.78
129075,-0.5,0.7,9.78
129110,-0.52,0.7,9.84
129146,-0.5,0.7,9.79
129182,-0.49,0.68,9.77
129217,-0.5,0.71,9.87
129253,-0.49,0.69,9.84
129288,-0.52,0.7,9.77
129323,-0.49,0.69,9.79
129357,-0.51,0.69,9.82
129395,-0.54,0.7,9.83
129430,-0.52,0.7,9.82
129465,-0.5,0.71,9.8
129501,-0.5,0.72,9.83
129537,-0.52,0.71,9.8
129571,-0.48,0.69,9.82
129606,-0.49,0.7,9.82
129644,-0.5,0.69,9.8
129679,-0.51,0.7,9.8
129715,-0.52,0.7,9.81
129748,-0.54,0.72,9.8
129785,-0.52,0.7,9.81
129820,-0.53,0.71,9.85
129855,-0.51,0.7,9.84
129893,-0.52,0.71,9.88
129928,-0.52,0.7,9.82
129963,-0.51,0.7,9.84
129996,-0.5,0.7,9.82
130034,-0.49,0.68,9.83
130069,-0.52,0.72,9.67
130105,-0.5,0.73,9.81
130179,-0.51,0.7,9.84
130214,-0.6,0.64,9.91
130247,-0.44,0.57,9.95
130282,-0.26,0.43,9.52
130320,-0.47,0.79,9.79
130355,-0.45,0.79,9.78
130391,-0.54,0.7,9.83
130425,-0.49,0.73,9.83
130463,-0.47,0.68,9.84
130497,-0.52,0.71,9.82
130533,-0.51,0.68,9.81
130571,-0.51,0.7,9.83
130606,-0.51,0.7,9.83
130640,-0.5,0.71,9.77
130676,-0.49,0.69,9.83
130714,-0.52,0.72,9.83
130748,-0.5,0.7,9.82
130783,-0.49,0.71,9.82
130821,-0.53,0.72,9.82
130856,-0.51,0.7,9.78
130891,-0.5,0.68,9.81
130926,-0.49,0.71,9.79
130964,-0.51,0.74,9.77
130998,-0.49,0.69,9.82
131033,-0.51,0.68,9.82
131067,-0.51,0.69,9.83
131105,-0.53,0.69,9.78
131140,-0.51,0.7,9.79
131176,-0.52,0.7,9.81
131214,-0.52,0.71,9.84
131248,-0.5,0.7,9.77
131282,-0.52,0.7,9.8
131352,-0.59,0.7,9.55
131391,-0.41,1.03,10.01
131426,-0.64,0.63,9.81
131460,-0.38,0.74,9.95
131496,-0.52,0.75,9.9
131531,-0.55,0.61,9.85
131567,-0.47,0.7,9.82
131600,-0.51,0.72,9.73
131638,-0.51,0.64,9.8
131673,-0.49,0.67,9.81
131708,-0.51,0.71,9.86
131742,-0.53,0.68,9.78
131780,-0.49,0.71,9.86
131815,-0.51,0.79,9.79
131849,-0.52,0.71,9.8
131888,-0.48,0.66,9.8
131922,-0.46,0.75,9.8
131957,-0.51,0.72,9.81
131992,-0.5,0.69,9.82
132030,-0.5,0.7,9.84
132065,-0.5,0.71,9.79
132098,-0.5,0.69,9.84
132135,-0.5,0.72,9.79
132171,-0.49,0.67,9.84
132206,-0.5,0.7,9.81
132241,-0.5,0.72,9.77
132279,-0.48,0.69,9.85
132314,-0.48,0.69,9.82
132347,-0.51,0.7,9.79
132382,-0.54,0.7,9.82
132420,-0.5,0.69,9.81
132491,-0.51,0.7,9.8
132526,-0.52,0.7,9.83
132563,-0.52,0.7,9.81
132597,-0.46,0.71,9.77
132632,-0.52,0.7,9.85
132667,-0.51,0.69,9.82
132713,-0.52,0.68,9.83
132747,-0.51,0.7,9.8
132783,-0.48,0.69,9.82
132820,-0.49,0.69,9.8
132855,-0.52,0.71,9.82
132890,-0.49,0.68,9.85
132925,-0.51,0.69,9.83
132964,-0.49,0.72,9.82
132998,-0.51,0.7,9.81
133032,-0.51,0.69,9.84
133067,-0.5,0.7,9.77
133104,-0.48,0.67,9.81
133139,-0.53,0.7,9.83
133175,-0.51,0.7,9.85
133213,-0.51,0.71,9.83
133246,-0.52,0.73,9.83
133281,-0.52,0.67,9.83
133316,-0.51,0.69,9.8
133353,-0.49,0.71,9.84
133388,-0.5,0.69,9.82
133424,-0.49,0.72,9.81
133462,-0.51,0.7,9.81
133494,-0.51,0.67,9.79
133530,-0.48,0.69,9.79
133565,-0.58,0.74,9.79
133637,-0.54,0.7,9.79
133671,-0.52,0.71,9.86
133707,-0.48,0.71,9.74
133741,-0.51,0.7,9.75
133779,-0.5,0.74,9.8
133815,-0.49,0.71,9.78
133849,-0.51,0.69,9.83
133886,-0.53,0.65,9.84
133922,-0.52,0.66,9.8
133957,-0.48,0.7,9.8
133991,-0.51,0.72,9.86
134029,-0.54,0.66,9.81
134065,-0.51,0.68,9.8
134097,-0.52,0.72,9.8
134135,-0.49,0.69,9.83
134170,-0.49,0.69,9.8
134206,-0.54,0.68,9.86
134241,-0.52,0.68,9.8
134279,-0.51,0.7,9.82
134313,-0.49,0.7,9.81
134347,-0.51,0.65,9.84
134382,-0.55,0.84,9.79
134420,-0.45,0.63,9.84
134456,-0.52,0.59,9.92
134491,-0.56,0.73,9.77
134529,-0.49,0.68,9.77
134563,-0.48,0.7,9.93
134597,-0.54,0.72,9.76
134632,-0.49,0.69,9.86
134670,-0.51,0.71,9.85
134706,-0.55,0.7,9.81
134740,-0.51,0.7,9.79
134813,-0.52,0.67,9.79
134847,-0.5,0.7,9.79
134882,-0.49,0.68,9.82
134918,-0.5,0.66,9.83
134956,-0.51,0.67,9.78
134990,-0.52,0.72,9.78
135025,-0.53,0.73,9.88
135061,-0.53,0.68,9.87
135097,-0.46,0.69,9.74
135133,-0.51,0.76,9.87
135168,-0.56,0.71,9.81
135205,-0.47,0.65,9.81
135240,-0.55,0.7,9.76
135275,-0.53,0.7,9.85
135311,-0.48,0.7,9.82
135347,-0.52,0.72,9.83
135382,-0.48,0.69,9.82
135417,-0.48,0.7,9.82
135454,-0.52,0.71,9.81
135490,-0.51,0.7,9.85
135525,-0.53,0.7,9.83
135561,-0.49,0.7,9.82
135597,-0.47,0.7,9.8
135632,-0.52,0.7,9.84
135667,-0.51,0.69,9.84
135701,-0.5,0.68,9.8
135739,-0.49,0.69,9.82
135774,-0.51,0.7,9.82
135809,-0.48,0.69,9.86
135845,-0.51,0.71,9.79
135881,-0.52,0.69,9.83
135951,-0.51,0.71,9.79
135986,-0.51,0.7,9.83
136024,-0.51,0.7,9.82
136059,-0.51,0.7,9.8
136093,-0.53,0.72,9.8
136131,-0.49,0.7,9.82
136166,-0.51,0.71,9.82
136200,-0.52,0.71,9.81
136236,-0.54,0.7,9.8
136273,-0.47,0.68,9.82
136308,-0.51,0.7,9.81
136343,-0.53,0.72,9.77
136378,-0.48,0.67,9.82
136416,-0.49,0.71,9.83
136451,-0.52,0.71,9.81
136485,-0.51,0.69,9.82
136523,-0.47,0.69,9.83
136559,-0.53,0.72,9.82
136593,-0.51,0.7,9.77
136628,-0.5,0.69,9.78
136666,-0.52,0.72,9.85
136699,-0.52,0.73,9.79
136735,-0.49,0.68,9.81
136773,-0.53,0.69,9.84
136809,-0.54,0.71,9.81
136843,-0.51,0.69,9.8
136878,-0.5,0.7,9.8
136916,-0.53,0.7,9.83
136950,-0.53,0.7,9.8
136985,-0.5,0.7,9.85
137021,-0.51,0.7,9.82
137059,-0.5,0.72,9.81
137127,-0.53,0.7,9.83
137163,-0.52,0.71,9.82
137199,-0.53,0.73,9.8
137235,-0.48,0.69,9.78
137271,-0.5,0.71,9.82
137306,-0.53,0.71,9.82
137344,-0.47,0.7,9.78
137378,-0.51,0.67,9.83
137414,-0.52,0.71,9.82
137450,-0.52,0.71,9.83
137486,-0.52,0.7,9.8
137521,-0.52,0.72,9.82
137555,-0.52,0.73,9.79
137593,-0.52,0.69,9.79
137628,-0.5,0.69,9.83
137664,-0.51,0.71,9.8
137697,-0.51,0.71,9.83
137735,-0.51,0.7,9.77
137771,-0.52,0.71,9.82
137805,-0.52,0.69,9.83
137843,-0.53,0.7,9.79
137878,-0.51,0.71,9.81
137914,-0.51,0.7,9.79
137948,-0.48,0.72,9.8
137986,-0.5,0.7,9.82
138021,-0.52,0.69,9.82
138056,-0.51,0.7,9.84
138094,-0.52,0.72,9.79
138129,-0.51,0.7,9.82
138164,-0.52,0.71,9.87
138198,-0.48,0.68,9.83
138271,-0.51,0.69,9.81
138306,-0.5,0.69,9.83
138341,-0.52,0.72,9.84
138376,-0.53,0.71,9.83
138414,-0.56,0.68,9.99
138447,-0.49,0.68,9.77
138483,-0.52,0.7,9.84
138521,-0.51,0.72,9.82
138556,-0.49,0.66,9.78
138591,-0.53,0.72,9.82
138626,-0.53,0.71,9.8
138663,-0.51,0.67,9.84
138697,-0.49,0.68,9.76
138732,-0.52,0.74,9.85
138770,-0.5,0.69,9.82
138805,-0.51,0.69,9.83
138840,-0.5,0.68,9.81
138874,-0.51,0.7,9.83
138913,-0.52,0.73,9.82
138947,-0.5,0.7,9.8
138982,-0.51,0.69,9.8
139020,-0.54,0.72,9.79
139055,-0.49,0.71,9.84
139090,-0.53,0.7,9.77
139125,-0.5,0.72,9.78
139163,-0.52,0.71,9.78
139197,-0.49,0.7,9.79
139232,-0.51,0.7,9.79
139267,-0.51,0.7,9.83
139304,-0.53,0.7,9.79
139339,-0.5,0.7,9.84
139374,-0.5,0.71,9.81
139448,-0.51,0.73,9.81
139484,-0.51,0.72,9.82
139518,-0.52,0.69,9.82
139553,-0.51,0.7,9.82
139591,-0.53,0.7,9.78
139627,-0.51,0.71,9.79
139662,-0.49,0.72,9.79
139696,-0.57,0.71,9.84
139729,-0.5,0.7,9.79
139764,-0.51,0.69,9.82
139798,-0.54,0.71,9.78
139836,-0.51,0.69,9.79
139871,-0.5,0.67,9.8
139907,-0.51,0.71,9.8
139940,-0.5,0.69,9.78
139978,-0.53,0.7,9.81
140014,-0.51,0.7,9.83
140048,-0.52,0.68,9.8
140086,-0.5,0.69,9.81
140122,-0.52,0.7,9.81
140156,-0.56,0.69,9.92
140191,-0.48,0.66,9.84
140228,-0.54,0.7,9.81
140264,-0.5,0.71,9.85
140298,-0.49,0.7,9.78
140336,-0.53,0.69,9.86
140371,-0.51,0.71,9.83
140406,-0.48,0.73,9.8
140441,-0.53,0.7,9.83
140478,-0.52,0.7,9.8
140514,-0.51,0.71,9.78
140548,-0.5,0.71,9.79
140619,-0.48,0.7,9.81
140657,-0.54,0.7,9.83
140691,-0.52,0.69,9.94
140726,-0.53,0.71,9.77
140765,-0.53,0.7,9.79
140797,-0.51,0.71,9.84
140833,-0.54,0.69,9.74
140868,-0.49,0.7,9.78
140906,-0.51,0.71,9.83
140941,-0.49,0.7,9.78
140976,-0.5,0.68,9.81
141014,-0.5,0.71,9.78
141048,-0.53,0.73,9.79
141083,-0.55,0.71,9.84
141119,-0.52,0.71,9.8
141166,-0.52,0.69,9.8
141202,-0.52,0.7,9.79
141237,-0.54,0.72,9.79
141274,-0.52,0.71,9.83
141312,-0.48,0.69,9.82
141346,-0.52,0.7,9.79
141382,-0.54,0.7,9.81
141420,-0.49,0.73,9.82
141456,-0.53,0.7,9.8
141491,-0.51,0.71,9.77
141527,-0.5,0.7,9.83
141571,-0.52,0.72,9.81
141605,-0.5,0.71,9.82
141640,-0.51,0.71,9.79
141679,-0.53,0.71,9.85
141715,-0.49,0.69,9.82
141785,-0.53,0.71,9.8
141820,-0.5,0.7,9.82
141859,-0.52,0.7,9.82
141893,-0.53,0.68,9.78
141929,-0.52,0.71,9.81
141965,-0.51,0.69,9.8
142003,-0.51,0.69,9.83
142039,-0.53,0.69,9.81
142074,-0.51,0.7,9.82
142113,-0.52,0.71,9.81
142148,-0.54,0.7,9.82
142188,-0.48,0.68,9.86
142224,-0.53,0.69,9.83
142263,-0.5,0.7,9.78
142298,-0.49,0.7,9.8
142333,-0.54,0.73,9.8
142372,-0.49,0.7,9.77
142407,-0.51,0.69,9.8
142442,-0.53,0.74,9.77
142478,-0.52,0.72,9.77
142517,-0.52,0.7,9.81
142553,-0.5,0.69,9.82
142589,-0.51,0.69,9.76
142625,-0.49,0.71,9.72
142664,-0.55,0.71,9.73
142698,-0.56,0.69,9.86
142735,-0.53,0.71,9.83
142778,-0.51,0.7,9.82
142814,-0.52,0.7,9.83
142849,-0.5,0.7,9.8
142883,-0.53,0.7,9.8
