timestamp_ms,acceleration_x_m_s2,acceleration_y_m_s2,acceleration_z_m_s2
376619,-0.76,1.62,9.77
376658,-0.75,1.37,9.82
376692,-0.73,1.19,9.71
376728,-0.7,1.59,9.77
376765,-0.74,1.31,9.77
376803,-0.74,0.99,9.77
376837,-0.75,1.82,9.82
376873,-0.74,1.12,9.75
376912,-0.73,1.49,9.8
376947,-0.75,1.65,9.71
376982,-0.76,1.22,9.73
377019,-0.68,1.47,9.72
377062,-0.75,1.31,9.77
377097,-0.73,1.46,9.73
377132,-0.73,1.41,9.81
377168,-0.74,1.39,9.74
377207,-0.73,1.42,9.77
377243,-0.72,1.3,9.71
377279,-0.73,1.72,9.78
377318,-0.73,1.34,9.77
377355,-0.73,1.43,9.8
377389,-0.75,1.64,9.68
377425,-0.73,1.24,9.75
377465,-0.72,1.53,9.77
377500,-0.78,1.26,9.8
377534,-0.73,1.54,9.75
377573,-0.75,1.83,9.74
377614,-0.76,2.52,9.64
377649,-0.67,3.14,9.54
377682,-0.88,1.72,9.87
377721,-0.75,0.54,9.75
377757,-0.75,1.92,9.77
377791,-0.72,1.61,9.79
377830,-0.73,1.83,9.72
377867,-0.71,2.11,9.68
377902,-0.75,1.5,9.79
377937,-0.7,2.03,9.67
377976,-0.73,1.65,9.75
378013,-0.71,1.71,9.75
378047,-0.73,1.59,9.75
378082,-0.73,1.79,9.71
378122,-0.72,1.93,9.71
378157,-0.7,1.9,9.72
378198,-0.71,1.86,9.73
378235,-0.7,2.02,9.68
378270,-0.73,1.71,9.75
378306,-0.72,1.79,9.75
378340,-0.73,1.68,9.75
378380,-0.72,1.95,9.7
378416,-0.72,1.91,9.75
378449,-0.71,1.97,9.72
378486,-0.73,1.87,9.74
378523,-0.72,1.66,9.77
378560,-0.72,1.85,9.75
378594,-0.71,1.93,9.71
378633,-0.67,2.2,9.64
378670,-0.73,1.83,9.74
378706,-0.71,2.05,9.72
378740,-0.69,2.15,9.74
378783,-0.69,2.12,9.68
378820,-0.7,2.31,9.66
378856,-0.71,2.01,9.73
378893,-0.67,2.32,9.64
378929,-0.67,2.64,9.56
378964,-0.7,2.28,9.65
378998,-0.72,1.75,9.66
379035,-0.72,0.25,9.54
379072,-0.75,1.75,9.84
379108,-0.71,2.34,9.67
379145,-0.76,1.15,9.84
379181,-0.77,1.4,9.78
379216,-0.73,1.89,9.71
379252,-0.73,1.41,9.78
379290,-0.72,1.32,9.77
379330,-0.71,1.64,9.72
379366,-0.66,2.13,9.63
379404,-0.76,2.74,9.64
379439,-0.84,1.51,9.85
379474,-0.87,1.52,9.86
379511,-0.73,1.58,9.86
379548,-0.75,0.7,9.8
379582,-0.77,0.87,9.77
379619,-0.77,0.85,9.77
379655,-0.69,1.07,9.83
379694,-0.76,0.93,9.79
379729,-0.71,1.0,9.75
379765,-0.68,0.91,9.83
379805,-0.77,0.75,9.73
379841,-0.59,1.22,9.76
379877,-0.73,0.93,9.8
379918,-0.73,0.89,9.8
379956,-0.76,0.83,9.79
379993,-0.75,0.87,9.81
380028,-0.74,0.86,9.77
380067,-0.73,0.89,9.81
380103,-0.69,0.94,9.78
380138,-0.73,0.84,9.77
380174,-0.75,0.85,9.82
380213,-0.75,0.87,9.82
380250,-0.72,0.85,9.74
380284,-0.74,0.88,9.79
380323,-0.75,0.88,9.77
380360,-0.76,0.81,9.78
380396,-0.73,0.9,9.78
380431,-0.74,0.85,9.77
380475,-0.74,0.82,9.82
380510,-0.89,0.51,9.82
380546,-0.73,0.86,9.8
380580,-0.7,0.92,9.78
380619,-0.75,0.86,9.83
380655,-0.73,0.85,9.78
380690,-0.75,0.83,9.79
380729,-0.71,0.86,9.79
380765,-0.75,0.79,9.81
380802,-0.74,0.79,9.76
380835,-0.77,0.75,9.79
380874,-0.75,0.75,9.79
380910,-0.74,0.77,9.72
380944,-0.74,0.74,9.77
380984,-0.76,0.6,9.81
381020,-0.62,0.98,9.83
381061,-0.69,0.73,9.89
381096,-0.74,0.7,9.79
381133,-0.68,0.77,9.78
381170,-0.76,0.82,9.87
381205,-0.67,0.98,9.79
381243,-0.7,0.87,9.83
381279,-0.61,0.94,9.74
381315,-0.72,0.66,9.75
381348,-0.6,0.9,9.77
381385,-0.65,0.76,9.9
381421,-0.71,0.76,9.81
381456,-0.69,0.79,9.83
381493,-0.71,0.64,9.81
381527,-0.7,0.77,9.8
381562,-0.7,0.78,9.83
381599,-0.68,0.79,9.8
381641,-0.76,0.55,9.76
381676,-0.71,0.74,9.83
381713,-0.65,0.77,9.8
381747,-0.67,0.73,9.8
381785,-0.65,0.77,9.73
381820,-0.68,0.77,9.82
381855,-0.58,0.87,9.74
381895,0.79,-0.45,9.08
381930,-0.63,1.02,9.85
381966,-0.84,0.45,9.85
382002,-0.61,1.23,9.83
382040,-0.68,1.02,9.78
382075,-0.72,0.72,9.78
382112,-0.64,0.93,9.81
382149,-0.75,0.81,9.79
382183,-0.64,0.99,9.82
382224,-0.75,0.86,9.87
382260,-0.62,1.08,9.75
382299,-0.71,0.92,9.83
382332,-0.72,0.85,9.77
382368,-0.74,0.87,9.74
382406,-0.73,0.83,9.79
382443,-0.72,0.88,9.8
382479,-0.72,0.87,9.76
382514,-0.72,0.9,9.77
382560,-0.72,0.91,9.8
382595,-0.72,0.89,9.79
382629,-0.71,0.9,9.78
382666,-0.71,0.9,9.78
382703,0.06,0.62,10.02
382742,-0.71,0.94,9.78
382778,-0.78,0.8,9.78
382817,-0.67,1.1,9.79
382853,-1.07,0.71,9.77
382887,-0.72,0.94,9.79
382923,-0.72,0.96,9.77
382962,-0.72,0.99,9.81
382996,-0.69,1.0,9.77
383031,-0.73,0.96,9.77
383071,-0.73,0.93,9.79
383106,-0.73,0.94,9.82
383142,-0.73,0.95,9.84
383178,-0.74,0.96,9.76
383218,-0.72,0.96,9.79
383254,-0.73,0.93,9.78
383290,-0.74,0.94,9.77
383331,-0.75,0.95,9.77
383364,-0.73,0.94,9.82
383400,-0.74,0.96,9.79
383435,-0.72,0.95,9.78
383474,-0.73,0.93,9.77
383510,-0.75,0.95,9.8
383546,-0.75,0.95,9.79
383582,-0.73,0.95,9.75
383621,-0.74,0.94,9.75
383656,-0.72,0.95,9.83
383693,-0.74,0.93,9.79
383732,-0.76,0.97,9.77
383769,-0.73,0.96,9.81
383805,-0.74,0.93,9.8
383840,-0.75,0.97,9.79
383880,-0.73,0.96,9.76
383920,-0.74,0.97,9.8
383955,-0.72,0.99,9.77
383994,-0.73,1.02,9.79
384030,-0.75,1.02,10.05
384065,-0.7,0.99,9.62
384102,-0.72,1.02,9.79
384140,-0.74,0.95,9.74
384176,-0.73,1.0,9.86
384212,-0.73,0.99,9.78
384248,-0.74,0.96,9.77
384286,-0.73,1.0,9.76
384323,-0.73,1.03,9.78
384359,-0.73,1.0,9.86
384399,-0.73,1.01,9.8
384433,-0.74,0.98,9.74
384470,-0.73,0.98,9.78
384509,-0.73,0.97,9.8
384548,-0.75,0.99,9.8
384583,-0.72,0.98,9.78
384619,-0.74,0.99,9.77
384658,-0.75,0.98,9.76
384694,-0.72,1.0,9.76
384730,-0.73,1.01,9.77
384765,-0.72,1.02,9.79
384804,-0.75,0.98,9.8
384841,-0.73,0.95,9.79
384877,-0.75,1.0,9.76
384916,-0.74,0.97,9.78
384953,-0.74,0.96,9.79
384988,-0.73,1.02,9.77
385024,-0.74,0.97,9.81
385226,-0.74,0.99,9.78
385262,-0.73,1.03,9.76
385298,-0.74,0.96,9.8
385333,-0.73,0.98,9.76
385372,-0.73,1.01,9.79
385409,-0.71,0.96,9.78
385444,-0.71,1.0,9.77
385482,-0.73,1.01,9.77
385519,-0.74,1.02,9.82
385555,-0.72,0.92,9.79
385592,-0.74,0.99,9.77
385631,-0.74,1.0,9.78
385667,-0.72,0.98,9.78
385703,-0.74,1.01,9.78
385740,-0.75,0.94,9.78
385777,-0.73,1.07,9.77
385817,-0.74,1.02,9.78
385853,-0.67,1.25,9.78
385890,-0.72,1.08,9.78
385926,-0.73,1.05,9.79
385961,-0.73,1.06,9.8
386001,-0.76,0.95,9.78
386035,-0.72,1.01,9.77
386072,-0.75,1.1,9.75
386108,-0.71,1.19,9.78
386145,-0.75,1.12,9.76
386180,-0.74,1.18,9.77
386215,-0.73,1.17,9.81
386251,-0.72,1.18,9.78
386289,-0.74,1.17,9.81
386326,-0.73,1.18,9.77
386362,-0.72,1.18,9.8
386406,-0.75,1.18,9.78
386442,-0.74,1.14,9.77
386478,-0.73,1.13,9.79
386513,-0.73,1.14,9.78
386552,-0.73,1.18,9.77
386588,-0.73,1.07,9.74
386624,-0.69,1.07,9.66
386663,-0.75,1.21,9.75
386699,-0.72,1.14,9.75
386734,-0.69,1.15,9.77
386769,-0.74,1.17,9.77
386808,-0.72,1.14,9.78
386845,-0.72,1.13,9.81
386880,-0.72,1.17,9.77
386916,-0.73,1.24,9.79
386958,-0.72,1.19,9.77
386993,-0.72,1.16,9.75
387028,-0.71,1.29,9.8
387067,-0.69,1.19,9.8
387103,-0.7,1.21,9.76
387137,-0.72,1.23,9.79
387173,-0.7,1.26,9.84
387212,-0.74,1.22,9.8
387247,-0.7,1.22,9.78
387281,-0.72,1.2,9.78
387320,-0.72,1.21,9.76
387356,-0.73,1.18,9.77
387390,-0.73,1.21,9.8
387427,-0.72,1.16,9.77
387466,-0.74,1.1,9.8
387503,-0.75,1.08,9.76
387540,-0.72,1.12,9.78
387579,-0.71,1.15,9.77
387615,-0.74,1.11,9.78
387652,-0.74,1.1,9.77
387687,-0.65,1.03,9.32
387726,-0.73,1.16,9.52
387763,-0.73,1.08,9.72
387799,-0.69,1.02,9.75
387833,-0.74,1.12,9.78
387872,-0.73,1.08,9.81
387909,-0.71,1.07,9.76
387945,-0.75,1.03,9.73
387984,-0.73,1.06,9.71
388020,-0.73,1.05,9.8
388057,-0.71,1.1,9.76
388092,-0.75,1.06,9.68
388135,-0.74,1.09,9.74
388172,-0.72,1.12,9.8
388208,-0.75,1.1,9.8
388247,-0.71,1.08,9.78
388282,-0.73,1.08,9.78
388318,-0.76,1.1,9.81
388354,-0.73,1.09,9.76
388392,-0.73,1.08,9.78
388428,-0.73,1.05,9.75
388464,-0.74,1.08,9.82
388504,-0.76,1.05,9.81
388540,-0.73,1.13,9.77
388576,-0.75,1.08,9.79
388612,-0.73,1.09,9.82
388649,-0.71,1.16,9.77
388687,-0.74,1.14,9.8
388723,-0.72,1.18,9.81
388759,-0.73,1.15,9.8
388798,-0.73,1.13,9.76
388833,-0.72,1.15,9.79
388869,-0.73,0.99,9.76
388908,-0.73,1.11,9.77
388944,-0.75,1.17,9.76
388979,-0.71,1.15,9.76
389015,-0.7,1.16,9.79
389054,-0.76,0.83,9.73
389089,-0.73,1.04,9.74
389125,-0.74,1.14,9.75
389165,-0.74,1.28,9.77
389199,-0.65,1.39,9.74
389233,-0.7,1.13,9.79
389286,-0.74,1.24,9.77
389325,-0.7,1.24,9.78
389361,-0.7,1.23,9.75
389398,-0.73,1.25,9.76
389432,-0.71,1.23,9.7
389472,-0.76,1.09,9.84
389508,-0.71,1.15,9.79
389543,-0.72,1.22,9.79
389582,-0.73,1.18,9.76
389618,-0.7,1.22,9.74
389654,-0.7,1.19,9.77
389691,-0.74,1.19,9.78
389730,-0.71,1.24,9.72
389767,-0.71,1.18,9.78
389803,-0.72,1.21,9.77
389846,-0.74,1.22,9.77
389880,-0.73,1.21,9.81
389916,-0.7,1.19,9.78
389952,-0.71,1.22,9.77
389990,-0.72,1.2,9.76
390026,-0.73,1.24,10.16
390062,-0.72,1.27,9.88
390100,-0.73,1.24,9.77
390136,-0.73,1.2,9.73
390172,-0.7,1.17,9.77
390209,-0.67,1.19,9.75
390248,-0.77,1.21,9.71
390283,-0.78,1.25,9.75
390319,-0.59,1.13,9.81
390354,-0.67,1.11,9.77
390394,-0.78,1.26,9.79
390433,-0.68,1.16,9.78
390469,-0.72,1.19,9.79
390508,-0.72,1.21,9.79
390544,-0.7,1.19,9.78
390579,-0.72,1.23,9.77
390615,-0.75,1.22,9.77
390653,-0.71,1.18,9.83
390689,-0.73,1.23,9.77
390725,-0.74,1.19,9.76
390764,-0.67,1.19,9.79
390801,-0.73,1.17,9.79
390836,-0.73,1.21,9.76
390872,-0.72,1.15,9.76
390912,-0.73,1.1,9.77
390945,-0.65,1.33,9.7
390980,-0.69,1.33,9.66
391020,-0.7,1.27,9.77
391054,-0.72,1.22,9.67
391088,-0.72,1.47,9.74
391123,-0.71,1.27,9.75
391172,-0.72,1.36,9.77
391207,-0.62,1.26,9.72
391241,-0.72,1.31,9.77
391278,-0.71,1.23,9.71
391317,-0.71,1.22,9.83
391353,-0.7,1.31,9.79
391387,-0.74,1.13,9.77
391426,-0.71,1.22,9.79
391462,-0.75,1.3,9.96
391498,-0.71,1.24,9.82
391533,-0.71,1.08,9.79
391576,-0.71,1.17,9.74
391612,-0.73,1.03,9.75
391647,-0.59,1.27,9.75
391684,-0.73,0.98,9.76
391719,-0.74,1.04,9.79
391754,-0.73,1.28,9.8
391788,-0.6,1.78,9.65
391828,-0.68,1.52,9.75
391864,-0.73,1.5,9.77
391899,-0.71,1.76,9.74
391932,-0.67,1.37,9.75
391971,-0.71,2.03,9.73
392008,-0.72,1.8,9.75
392044,-0.69,1.84,9.71
392083,-0.69,1.75,9.73
392124,-0.71,1.9,9.63
392160,-0.73,1.92,9.99
392196,-0.69,1.78,9.59
392232,-0.63,1.97,9.69
392269,-0.72,1.96,9.74
392305,-0.66,2.03,9.7
392342,-0.67,2.03,9.66
392378,-0.68,2.01,9.75
392414,-0.68,1.97,9.67
392450,-0.72,2.03,9.74
392487,-0.69,2.03,9.66
392524,-0.71,2.05,9.77
392560,-0.72,2.03,9.69
392597,-0.6,2.06,9.6
392635,-0.58,1.99,9.64
392672,-0.72,2.06,9.74
392712,-0.68,2.05,9.67
392751,-0.67,2.06,9.68
392786,-0.72,2.06,9.68
392822,-0.69,2.05,9.67
392858,-0.67,2.08,9.76
392897,-0.69,2.08,9.69
392932,-0.71,2.09,9.72
392968,-0.68,2.05,9.7
393007,-0.68,2.06,9.71
393043,-0.7,2.06,9.68
393078,-0.67,2.06,9.7
393114,-0.66,2.07,9.7
393154,-0.69,2.08,9.68
393191,-0.67,2.09,9.69
393227,-0.68,2.1,9.67
393263,-0.69,2.11,9.7
393307,-0.67,2.08,9.78
393342,-0.69,2.07,9.66
393378,-0.68,2.08,9.67
393416,-0.67,2.08,9.77
393452,-0.68,2.11,9.63
393488,-0.69,2.1,9.72
393525,-0.66,2.06,9.73
393564,-0.71,2.13,9.62
393600,-0.67,2.1,9.66
393634,-0.67,2.07,9.68
393674,-0.66,2.13,9.65
393710,-0.68,2.07,9.7
393747,-0.67,2.1,9.66
393782,-0.68,2.13,9.7
393822,-0.67,2.11,9.69
393863,-0.67,2.1,9.69
393899,-0.69,2.12,9.69
393933,-0.67,2.13,9.69
393972,-0.69,2.1,9.68
394009,-0.69,2.13,9.76
394045,-0.67,2.12,9.67
394083,-0.65,2.09,9.7
394119,-0.73,2.16,9.65
394156,-0.74,2.2,9.72
394191,-0.59,2.05,9.69
394230,-0.69,2.19,9.71
394266,-0.74,2.13,9.66
394302,-0.69,2.09,9.72
394339,-0.69,2.16,9.7
394376,-0.69,2.11,9.68
394412,-0.66,2.09,9.69
394452,-0.69,2.15,9.71
394490,-0.7,2.08,9.62
394526,-0.67,2.13,9.66
394562,-0.7,2.1,9.65
394598,-0.68,2.12,9.71
394635,-0.67,2.13,9.67
394671,-0.71,2.15,9.7
394707,-0.67,2.11,9.69
394746,-0.7,2.14,9.69
394780,-0.67,2.15,9.66
394817,-0.7,2.13,9.67
394853,-0.7,2.13,9.67
394891,-0.67,2.15,9.67
394928,-0.69,2.13,9.69
394963,-0.67,2.15,9.68
395006,-0.68,2.13,9.69
395042,-0.69,2.14,9.67
395078,-0.68,2.13,9.7
395113,-0.67,2.15,9.66
395153,-0.67,2.15,9.67
395188,-0.68,2.18,9.69
395224,-0.69,2.14,9.7
395260,-0.66,2.12,9.72
395299,-0.72,2.18,9.65
395333,-0.72,2.19,9.67
395370,-0.65,2.11,9.69
395410,-0.66,2.08,9.61
395446,-0.7,2.16,9.7
395481,-0.67,2.12,9.64
395517,-0.68,2.19,9.73
395556,-0.68,2.17,9.71
395596,-0.68,2.11,9.68
395631,-0.64,2.16,9.67
395667,-0.7,2.19,9.67
395706,-0.66,2.14,9.67
395742,-0.7,2.18,9.73
395778,-0.69,2.17,9.67
395816,-0.68,2.14,9.72
395852,-0.67,2.17,9.69
395889,-0.69,2.15,9.73
395925,-0.67,2.12,9.69
395964,-0.7,2.18,9.67
396001,-0.69,2.16,9.64
396036,-0.65,2.17,9.69
396076,-0.69,2.14,9.71
396112,-0.68,2.16,9.68
396148,-0.71,2.21,9.81
396188,-0.69,2.13,9.61
396227,-0.67,2.15,9.67
396263,-0.68,2.17,9.68
396299,-0.7,2.17,9.7
396334,-0.66,2.17,9.68
396372,-0.71,2.16,9.71
396408,-0.69,2.18,9.66
396444,-0.68,2.14,9.7
396483,-0.67,2.18,9.67
396519,-0.69,2.17,9.69
396556,-0.68,2.15,9.64
396592,-0.69,2.17,9.67
396631,-0.69,2.17,9.65
396667,-0.66,2.16,9.65
396703,-0.66,2.17,9.69
396747,-0.69,2.17,9.65
396782,-0.67,2.16,9.67
396819,-0.69,2.17,9.69
396855,-0.68,2.18,9.68
396894,-0.67,2.17,9.66
396929,-0.67,2.17,9.66
396964,-0.67,2.17,9.67
397000,-0.67,2.17,9.69
397038,-0.68,2.18,9.68
397075,-0.67,2.16,9.66
397111,-0.7,2.18,9.58
397151,-0.7,2.16,9.71
397186,-0.63,2.11,9.66
397222,-0.71,2.23,9.68
397258,-0.65,2.16,9.67
397298,-0.65,2.18,9.7
397337,-0.7,2.22,9.68
397373,-0.67,2.16,9.72
397412,-0.69,2.21,9.73
397448,-0.67,2.2,9.75
397483,-0.58,2.12,9.35
397519,-0.73,2.11,9.17
397558,-0.67,2.21,9.53
397594,-0.7,2.12,9.77
397629,-0.73,2.24,9.64
397665,-0.71,2.21,9.79
397705,-0.62,2.14,9.61
397742,-0.73,2.26,9.69
397777,-0.68,2.2,9.7
397816,-0.67,2.2,9.7
397853,-0.69,2.21,9.65
397889,-0.67,2.17,9.65
397930,-0.7,2.19,9.69
397969,-0.7,2.19,9.72
398006,-0.67,2.17,9.62
398042,-0.67,2.25,9.65
398081,-0.7,2.18,9.71
398116,-0.68,2.21,9.68
398152,-0.62,2.14,9.7
398189,-0.69,2.11,9.63
398228,-0.7,2.19,9.63
398264,-0.67,2.19,9.66
398301,-0.69,2.21,9.66
398336,-0.69,2.2,9.66
398374,-0.68,2.2,9.68
398411,-0.68,2.19,9.69
398448,-0.67,2.2,9.67
398490,-0.66,2.2,9.67
398526,-0.67,2.18,9.65
398562,-0.68,2.21,9.72
398598,-0.7,2.21,9.7
398636,-0.68,2.18,9.67
398671,-0.7,2.18,9.71
398708,-0.68,2.19,9.67
398747,-0.67,2.17,9.66
398782,-0.68,2.2,9.66
398818,-0.67,2.2,9.66
398854,-0.67,2.2,9.69
398894,-0.68,2.21,9.68
398928,-0.67,2.2,9.66
398964,-0.68,2.2,9.69
399001,-0.67,2.19,9.67
399039,-0.67,2.19,9.69
399079,-0.68,2.2,9.66
399115,-0.67,2.19,9.68
399154,-0.66,2.17,9.66
399191,-0.69,2.22,9.67
399226,-0.68,2.2,9.64
399262,-0.68,2.18,9.69
399301,-0.67,2.21,9.72
399336,-0.67,2.19,9.66
399372,-0.67,2.21,9.66
399411,-0.69,2.18,9.67
399448,-0.67,2.2,9.67
399482,-0.67,2.18,9.66
399519,-0.67,2.17,9.69
399558,-0.69,2.19,9.66
399594,-0.69,2.2,9.66
399632,-0.7,2.2,9.67
399668,-0.67,2.2,9.66
399716,-0.68,2.2,9.7
399752,-0.67,2.2,9.67
399788,-0.68,2.22,9.67
399826,-0.69,2.2,9.66
399862,-0.68,2.2,9.68
399898,-0.67,2.22,9.67
399933,-0.68,2.21,9.65
399972,-0.69,2.2,9.67
400009,-0.68,2.19,9.68
400045,-0.67,2.21,9.66
400083,-0.68,2.21,9.66
400119,-0.68,2.2,9.66
400156,-0.68,2.2,9.65
400196,-0.68,2.22,9.69
400234,-0.68,2.19,9.66
400270,-0.65,2.2,9.66
400306,-0.68,2.23,9.66
400342,-0.7,2.21,9.63
400380,-0.67,2.18,9.63
400417,-0.69,2.22,9.71
400453,-0.7,2.2,9.64
400492,-0.66,2.21,9.67
400528,-0.68,2.21,9.63
400564,-0.68,2.22,9.68
400601,-0.67,2.19,9.7
400638,-0.67,2.2,9.69
400674,-0.67,2.2,9.68
400711,-0.66,2.22,9.67
400755,-0.69,2.23,9.66
400791,-0.67,2.21,9.69
400827,-0.68,2.2,9.66
400863,-0.67,2.21,9.69
400902,-0.68,2.21,9.67
400936,-0.67,2.22,9.66
400972,-0.67,2.19,9.66
401008,-0.7,2.22,9.67
401047,-0.66,2.21,9.7
401082,-0.68,2.2,9.66
401119,-0.69,2.22,9.64
401158,-0.7,2.18,9.68
401195,-0.68,2.19,9.69
401229,-0.68,2.22,9.64
401266,-0.67,2.2,9.72
401305,-0.68,2.22,9.69
401346,-0.67,2.2,9.69
401380,-0.67,2.17,9.65
401420,-0.67,2.21,9.69
401456,-0.67,2.24,9.67
401491,-0.67,2.18,9.7
401527,-0.67,2.19,9.68
401566,-0.67,2.22,9.65
401603,-0.67,2.2,9.67
401638,-0.68,2.2,9.65
401674,-0.69,2.21,9.67
401714,-0.67,2.2,9.67
401751,-0.68,2.21,9.69
401785,-0.67,2.22,9.65
401825,-0.69,2.19,9.64
401861,-0.72,2.23,9.73
401898,-0.73,2.2,9.77
401937,-0.69,2.2,9.7
401976,-0.69,2.17,9.65
402012,-0.64,2.14,9.74
402049,-0.69,2.25,9.68
402086,-0.69,2.22,9.68
402122,-0.64,2.19,9.69
402158,-0.68,2.21,9.69
402194,-0.69,2.21,9.63
402232,-0.67,2.2,9.65
402269,-0.66,2.23,9.67
402305,-0.67,2.23,9.69
402341,-0.68,2.21,9.64
402380,-0.68,2.22,9.67
402417,-0.68,2.22,9.65
402453,-0.69,2.23,9.69
402497,-0.68,2.23,9.66
402532,-0.69,2.21,9.67
402568,-0.67,2.19,9.71
402604,-0.68,2.19,9.7
402642,-0.69,2.19,9.62
402678,-0.68,2.2,9.62
402714,-0.67,2.23,9.65
402753,-0.69,2.21,9.66
402790,-0.66,2.22,9.69
402826,-0.69,2.23,9.66
402862,-0.69,2.23,9.7
402902,-0.68,2.22,9.68
402937,-0.67,2.2,9.69
402973,-0.65,2.23,9.66
403010,-0.67,2.22,9.69
403049,-0.68,2.25,9.67
403089,-0.67,2.21,9.69
403125,-0.66,2.23,9.67
403164,-0.66,2.24,9.67
403200,-0.67,2.24,9.67
403234,-0.66,2.2,9.67
403271,-0.66,2.24,9.67
403310,-0.67,2.22,9.66
403347,-0.68,2.27,9.7
403381,-0.68,2.23,9.67
403421,-0.67,2.21,9.67
403457,-0.67,2.26,9.66
403493,-0.69,2.22,9.68
403528,-0.66,2.24,9.66
403567,-0.66,2.21,9.69
403604,-0.67,2.23,9.68
403640,-0.68,2.23,9.67
403681,-0.67,2.24,9.67
403720,-0.67,2.24,9.66
403756,-0.67,2.21,9.66
403791,-0.7,2.23,9.68
403830,-0.67,2.23,9.69
403867,-0.65,2.24,9.69
403903,-0.67,2.24,9.64
403938,-0.68,2.25,9.65
403978,-0.66,2.22,9.66
404014,-0.67,2.23,9.64
404050,-0.67,2.23,9.71
404088,-0.67,2.2,9.66
404124,-0.68,2.23,9.67
404161,-0.68,2.23,9.66
404198,-0.69,2.22,9.69
404240,-0.67,2.25,9.65
404276,-0.65,2.24,9.66
404312,-0.69,2.25,9.68
404347,-0.66,2.22,9.67
404385,-0.55,2.14,9.29
404422,-0.82,1.64,8.94
404459,-0.66,2.15,9.67
404496,-0.72,2.2,9.65
404531,-0.67,2.25,9.72
404567,-0.66,2.23,9.71
404603,-0.69,2.28,9.57
404642,-0.67,2.27,9.65
404678,-0.67,2.26,9.68
404714,-0.67,2.26,9.65
404754,-0.67,2.29,9.67
404790,-0.68,2.25,9.7
404831,-0.65,2.27,9.66
404867,-0.71,2.27,9.67
404905,-0.66,2.27,9.67
404941,-0.66,2.28,9.66
404977,-0.67,2.29,9.66
405013,-0.66,2.27,9.68
405053,-0.67,2.27,9.67
405089,-0.67,2.26,9.68
405125,-0.67,2.29,9.66
405164,-0.67,2.27,9.69
405200,-0.64,2.23,9.64
405235,-0.67,2.27,9.69
405272,-0.67,2.27,9.68
405311,-0.7,2.29,9.69
405348,-0.64,2.26,9.64
405383,-0.66,2.27,9.65
405426,-0.69,2.25,9.65
405462,-0.64,2.25,9.63
405498,-0.71,2.28,9.66
405532,-0.67,2.25,9.65
405571,-0.67,2.25,9.64
405607,-0.7,2.24,9.71
405643,-0.6,2.28,9.63
405678,-0.7,2.31,9.66
405716,-0.71,2.27,9.73
405753,-0.66,2.27,9.66
405789,-0.69,2.26,9.68
405828,-0.67,2.28,9.6
405864,-0.67,2.27,9.66
405901,-0.67,2.29,9.64
405936,-0.68,2.31,9.69
405979,-0.7,2.29,9.65
406014,-0.66,2.25,9.66
406050,-0.68,2.29,9.68
406088,-0.67,2.27,9.64
406124,-0.66,2.26,9.69
406160,-0.69,2.28,9.66
406196,-0.71,2.3,9.68
406234,-0.66,2.26,9.66
406270,-0.64,2.26,9.69
406306,-0.67,2.29,9.64
406342,-0.7,2.28,9.69
406381,-0.68,2.29,9.64
406417,-0.69,2.28,9.69
406453,-0.67,2.25,9.66
406493,-0.68,2.28,9.67
406528,-0.7,2.29,9.65
406568,-0.69,2.26,9.69
406604,-0.66,2.27,9.64
406643,-0.66,2.27,9.67
406678,-0.69,2.27,9.63
406714,-0.69,2.27,9.68
406753,-0.67,2.29,9.67
406790,-0.68,2.29,9.68
406825,-0.67,2.28,9.65
406861,-0.66,2.24,9.66
406900,-0.69,2.28,9.66
406936,-0.7,2.28,9.68
406972,-0.67,2.28,9.64
407008,-0.68,2.29,9.65
407048,-0.71,2.29,9.66
407083,-0.69,2.29,9.65
407119,-0.62,2.25,9.69
407162,-0.69,2.3,9.64
407198,-0.71,2.28,9.64
407233,-0.65,2.25,9.68
407269,-0.66,2.29,9.68
407309,-0.71,2.3,9.68
407345,-0.71,2.24,9.66
407379,-0.67,2.26,9.65
407418,-0.67,2.28,9.67
407455,-0.7,2.29,9.7
407491,-0.67,2.26,9.69
407527,-0.68,2.28,9.67
407566,-0.67,2.26,9.65
407603,-0.72,2.29,9.69
407639,-0.67,2.26,9.61
407675,-0.69,2.27,9.65
407718,-0.7,2.29,9.66
407754,-0.67,2.29,9.65
407791,-0.66,2.28,9.65
407830,-0.69,2.29,9.67
407866,-0.68,2.25,9.65
407902,-0.69,2.26,9.68
407938,-0.68,2.29,9.66
407976,-0.68,2.26,9.66
408012,-0.68,2.26,9.69
408049,-0.69,2.29,9.68
408087,-0.65,2.28,9.64
408124,-0.68,2.26,9.68
408160,-0.66,2.29,9.68
408197,-0.66,2.27,9.67
408248,-0.68,2.3,9.66
408283,-0.67,2.27,9.64
408318,-0.68,2.27,9.66
408354,-0.66,2.26,9.64
408393,-0.68,2.26,9.66
408429,-0.69,2.29,9.66
408465,-0.69,2.27,9.65
408504,-0.68,2.26,9.67
408541,-0.7,2.27,9.66
408577,-0.68,2.25,9.66
408612,-0.67,2.26,9.69
408652,-0.68,2.27,9.66
408688,-0.7,2.27,9.67
408725,-0.68,2.26,9.66
408764,-0.67,2.24,9.68
408801,-0.68,2.27,9.69
408841,-0.67,2.27,9.67
408877,-0.67,2.28,9.68
408915,-0.69,2.27,9.68
408951,-0.72,2.33,9.69
